,investigation_type,injury_severity,aircraft_damage,make,model,weather_condition,broad_phase_of_flight,event_year,event_month
77228,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1978,3
77229,Unknown,0,Unknown,piper,PA-22,Unknown,Unknown,1978,3
77231,Unknown,0,Unknown,cessna,182,Unknown,Unknown,1978,3
77239,Unknown,0,Unknown,cessna,180,Unknown,Unknown,1978,3
77243,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1978,3
77246,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,3
77249,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1978,3
77253,Unknown,0,Unknown,piper,PA-18,Unknown,Unknown,1978,3
77254,Unknown,0,Unknown,piper,PA-18,Unknown,Unknown,1978,3
77255,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1978,3
77256,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,3
77272,Unknown,0,Unknown,cessna,182,Unknown,Unknown,1978,3
77277,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1978,3
77278,Unknown,1,Unknown,cessna,172,Unknown,Unknown,1978,3
77280,Unknown,0,Unknown,cessna,180,Unknown,Unknown,1978,3
77283,Unknown,0,Unknown,cessna,152,Unknown,Unknown,1978,3
77294,Unknown,0,Unknown,cessna,180,Unknown,Unknown,1978,3
77299,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1978,3
77300,Unknown,1,Unknown,piper,PA-28,Unknown,Unknown,1978,3
77301,Unknown,1,Unknown,cessna,172,Unknown,Unknown,1978,3
77307,Unknown,1,Unknown,piper,PA-28,Unknown,Unknown,1978,3
77308,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1978,3
77317,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1978,3
77319,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1978,3
77324,Unknown,1,Unknown,cessna,172,Unknown,Unknown,1978,3
77331,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1978,3
77332,Unknown,0,Unknown,piper,PA-18,Unknown,Unknown,1978,3
77333,Unknown,0,Unknown,cessna,152,Unknown,Unknown,1978,3
77337,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1978,3
77340,Unknown,1,Unknown,piper,PA-28,Unknown,Unknown,1978,3
77351,Unknown,1,Unknown,cessna,152,Unknown,Unknown,1978,3
77359,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,3
77364,Unknown,0,Unknown,piper,PA-18,Unknown,Unknown,1978,3
77368,Unknown,1,Unknown,piper,PA-28,Unknown,Unknown,1978,3
77369,Unknown,1,Unknown,piper,PA-22,Unknown,Unknown,1978,3
77370,Unknown,0,Unknown,piper,PA-18,Unknown,Unknown,1978,3
77376,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,3
77377,Unknown,0,Unknown,cessna,152,Unknown,Unknown,1978,3
77379,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1978,3
77380,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1978,3
77382,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,3
77384,Unknown,0,Unknown,cessna,180,Unknown,Unknown,1978,3
77387,Unknown,1,Unknown,piper,PA-28,Unknown,Unknown,1978,3
77388,Unknown,1,Unknown,piper,PA-28,Unknown,Unknown,1978,3
77389,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1978,3
77391,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1978,3
77393,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,3
77394,Unknown,1,Unknown,piper,PA-28,Unknown,Unknown,1978,3
77398,Unknown,0,Unknown,cessna,182,Unknown,Unknown,1978,3
77401,Unknown,1,Unknown,piper,PA-28,Unknown,Unknown,1978,3
77405,Unknown,0,Unknown,piper,PA-18,Unknown,Unknown,1978,3
77406,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,3
77412,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1978,3
77414,Unknown,0,Unknown,piper,PA-22,Unknown,Unknown,1978,3
77416,Unknown,1,Unknown,cessna,172,Unknown,Unknown,1978,3
77417,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1978,3
77418,Unknown,0,Unknown,cessna,182,Unknown,Unknown,1978,3
77422,Unknown,0,Unknown,cessna,180,Unknown,Unknown,1978,3
77423,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1978,3
77424,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1978,3
77425,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1978,3
77429,Unknown,0,Unknown,piper,PA-22,Unknown,Unknown,1978,3
77432,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1978,3
77434,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,3
77438,Unknown,0,Unknown,cessna,152,Unknown,Unknown,1978,3
77446,Unknown,1,Unknown,cessna,150,Unknown,Unknown,1978,3
77449,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1978,3
77456,Unknown,0,Unknown,piper,PA-18,Unknown,Unknown,1978,3
77458,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1978,3
77459,Unknown,0,Unknown,cessna,182,Unknown,Unknown,1978,3
77461,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1978,3
77464,Unknown,1,Unknown,piper,PA-28,Unknown,Unknown,1978,3
77465,Unknown,0,Unknown,cessna,152,Unknown,Unknown,1978,3
77466,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1978,3
77467,Unknown,0,Unknown,piper,PA-24,Unknown,Unknown,1978,3
77468,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1978,3
77471,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,3
77485,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,3
77486,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1978,3
77497,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1978,3
77500,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,2
77505,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,2
77506,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1978,2
77511,Unknown,0,Unknown,cessna,182,Unknown,Unknown,1978,2
77512,Unknown,0,Unknown,piper,PA-22,Unknown,Unknown,1978,2
77517,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,2
77519,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1978,2
77520,Unknown,0,Unknown,piper,PA-25,Unknown,Unknown,1978,2
77521,Unknown,0,Unknown,cessna,182,Unknown,Unknown,1978,2
77524,Unknown,1,Unknown,piper,PA-28,Unknown,Unknown,1978,2
77526,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1978,2
77530,Unknown,0,Unknown,piper,PA-24,Unknown,Unknown,1978,2
77532,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1978,2
77535,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,2
77536,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1978,2
77541,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1978,2
77545,Unknown,0,Unknown,piper,PA-22,Unknown,Unknown,1978,2
77549,Unknown,0,Unknown,piper,PA-22,Unknown,Unknown,1978,2
77552,Unknown,0,Unknown,piper,PA-18,Unknown,Unknown,1978,2
77560,Unknown,0,Unknown,cessna,152,Unknown,Unknown,1978,2
77563,Unknown,0,Unknown,piper,PA-24,Unknown,Unknown,1978,2
77569,Unknown,0,Unknown,piper,PA-25,Unknown,Unknown,1978,2
77570,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1978,2
77572,Unknown,0,Unknown,piper,PA-24,Unknown,Unknown,1978,2
77574,Unknown,0,Unknown,cessna,182,Unknown,Unknown,1978,2
77579,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,2
77582,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1978,2
77585,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1978,2
77587,Unknown,1,Unknown,piper,PA-28,Unknown,Unknown,1978,2
77590,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1978,2
77596,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1978,2
77597,Unknown,0,Unknown,piper,PA-24,Unknown,Unknown,1978,2
77603,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,2
77607,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1978,2
77609,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1978,2
77610,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1978,2
77611,Unknown,0,Unknown,cessna,152,Unknown,Unknown,1978,2
77615,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1978,2
77616,Unknown,1,Unknown,piper,PA-22,Unknown,Unknown,1978,2
77621,Unknown,0,Unknown,cessna,182,Unknown,Unknown,1978,2
77623,Unknown,0,Unknown,cessna,152,Unknown,Unknown,1978,2
77625,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,2
77627,Unknown,1,Unknown,piper,PA-28,Unknown,Unknown,1978,2
77635,Unknown,0,Unknown,piper,PA-18,Unknown,Unknown,1978,2
77641,Unknown,0,Unknown,cessna,182,Unknown,Unknown,1978,2
77651,Unknown,0,Unknown,cessna,152,Unknown,Unknown,1978,2
77653,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,2
77663,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1978,2
77667,Unknown,0,Unknown,cessna,152,Unknown,Unknown,1978,2
77673,Unknown,0,Unknown,piper,PA-22,Unknown,Unknown,1978,2
77676,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,2
77677,Unknown,1,Unknown,cessna,150,Unknown,Unknown,1978,2
77683,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,2
77687,Unknown,0,Unknown,piper,PA-22,Unknown,Unknown,1978,2
77690,Unknown,0,Unknown,piper,PA-18,Unknown,Unknown,1978,2
77700,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1978,2
77706,Unknown,0,Unknown,cessna,180,Unknown,Unknown,1978,2
77707,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1978,2
77716,Unknown,1,Unknown,piper,PA-24,Unknown,Unknown,1978,2
77717,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,2
77719,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1978,2
77723,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1978,2
77731,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1978,2
77732,Unknown,0,Unknown,piper,PA-18,Unknown,Unknown,1978,2
77733,Unknown,1,Unknown,cessna,150,Unknown,Unknown,1978,2
77736,Unknown,0,Unknown,cessna,152,Unknown,Unknown,1978,2
77740,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,2
77743,Unknown,1,Unknown,piper,PA-24,Unknown,Unknown,1978,2
77749,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,2
77750,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1978,2
77756,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1978,2
77759,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1978,2
77765,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,2
77771,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1978,2
77774,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,2
77776,Unknown,1,Unknown,piper,PA-28,Unknown,Unknown,1978,2
77779,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1978,2
77782,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1978,2
77785,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1978,1
77788,Unknown,1,Unknown,cessna,152,Unknown,Unknown,1978,1
77792,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1978,1
77793,Unknown,0,Unknown,cessna,180,Unknown,Unknown,1978,1
77794,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,1
77795,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,1
77797,Unknown,1,Unknown,cessna,182,Unknown,Unknown,1978,1
77800,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,1
77805,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1978,1
77809,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1978,1
77811,Unknown,0,Unknown,cessna,180,Unknown,Unknown,1978,1
77812,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,1
77814,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,1
77816,Unknown,0,Unknown,piper,PA-24,Unknown,Unknown,1978,1
77821,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1978,1
77829,Unknown,0,Unknown,piper,PA-25,Unknown,Unknown,1978,1
77835,Unknown,1,Unknown,cessna,182,Unknown,Unknown,1978,1
77844,Unknown,0,Unknown,piper,PA-24,Unknown,Unknown,1978,1
77845,Unknown,1,Unknown,piper,PA-28,Unknown,Unknown,1978,1
77847,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1978,1
77851,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1978,1
77857,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1978,1
77859,Unknown,0,Unknown,cessna,182,Unknown,Unknown,1978,1
77860,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,1
77864,Unknown,0,Unknown,piper,PA-24,Unknown,Unknown,1978,1
77867,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,1
77875,Unknown,0,Unknown,piper,PA-22,Unknown,Unknown,1978,1
77876,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1978,1
77877,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,1
77878,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1978,1
77881,Unknown,1,Unknown,cessna,150,Unknown,Unknown,1978,1
77888,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,1
77889,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1978,1
77893,Unknown,0,Unknown,cessna,180,Unknown,Unknown,1978,1
77894,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,1
77895,Unknown,1,Unknown,piper,PA-25,Unknown,Unknown,1978,1
77905,Unknown,0,Unknown,cessna,152,Unknown,Unknown,1978,1
77906,Unknown,0,Unknown,piper,PA-24,Unknown,Unknown,1978,1
77917,Unknown,0,Unknown,cessna,152,Unknown,Unknown,1978,1
77923,Unknown,1,Unknown,cessna,150,Unknown,Unknown,1978,1
77927,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1978,1
77929,Unknown,1,Unknown,piper,PA-22,Unknown,Unknown,1978,1
77933,Unknown,0,Unknown,cessna,152,Unknown,Unknown,1978,1
77934,Unknown,0,Unknown,piper,PA-18,Unknown,Unknown,1978,1
77935,Unknown,0,Unknown,piper,PA-18,Unknown,Unknown,1978,1
77937,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,1
77941,Unknown,0,Unknown,piper,PA-22,Unknown,Unknown,1978,1
77945,Unknown,0,Unknown,piper,PA-18,Unknown,Unknown,1978,1
77947,Unknown,0,Unknown,cessna,182,Unknown,Unknown,1978,1
77948,Unknown,0,Unknown,cessna,152,Unknown,Unknown,1978,1
77960,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1978,1
77964,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1978,1
77965,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,1
77979,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1978,1
77980,Unknown,1,Unknown,cessna,150,Unknown,Unknown,1978,1
77981,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,1
77985,Unknown,1,Unknown,piper,PA-28,Unknown,Unknown,1978,1
77989,Unknown,1,Unknown,piper,PA-24,Unknown,Unknown,1978,1
77992,Unknown,0,Unknown,piper,PA-18,Unknown,Unknown,1978,1
77994,Unknown,0,Unknown,piper,PA-24,Unknown,Unknown,1978,1
78006,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,1
78013,Unknown,1,Unknown,piper,PA-22,Unknown,Unknown,1978,1
78022,Unknown,1,Unknown,piper,PA-28,Unknown,Unknown,1978,1
78026,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,1
78032,Unknown,1,Unknown,piper,PA-28,Unknown,Unknown,1978,1
78033,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1978,1
78037,Unknown,1,Unknown,cessna,180,Unknown,Unknown,1978,1
78039,Unknown,1,Unknown,cessna,152,Unknown,Unknown,1977,12
78047,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1977,12
78053,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1977,12
78054,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1977,12
78056,Unknown,1,Unknown,cessna,152,Unknown,Unknown,1977,12
78057,Unknown,0,Unknown,piper,PA-22,Unknown,Unknown,1977,12
78058,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1977,12
78061,Unknown,0,Unknown,cessna,152,Unknown,Unknown,1977,12
78067,Unknown,1,Unknown,cessna,180,Unknown,Unknown,1977,12
78071,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1977,12
78075,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1977,12
78081,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1977,12
78085,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1977,12
78086,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1977,12
78087,Unknown,1,Unknown,piper,PA-28,Unknown,Unknown,1977,12
78089,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1977,12
78090,Unknown,0,Unknown,piper,PA-22,Unknown,Unknown,1977,12
78091,Unknown,0,Unknown,cessna,180,Unknown,Unknown,1977,12
78092,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1977,12
78094,Unknown,0,Unknown,piper,PA-24,Unknown,Unknown,1977,12
78097,Unknown,1,Unknown,cessna,172,Unknown,Unknown,1977,12
78098,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1977,12
78099,Unknown,1,Unknown,piper,PA-28,Unknown,Unknown,1977,12
78103,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1977,12
78106,Unknown,0,Unknown,cessna,182,Unknown,Unknown,1977,12
78110,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1977,12
78113,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1977,12
78116,Unknown,0,Unknown,cessna,180,Unknown,Unknown,1977,12
78117,Unknown,1,Unknown,cessna,150,Unknown,Unknown,1977,12
78118,Unknown,0,Unknown,piper,PA-18,Unknown,Unknown,1977,12
78119,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1977,12
78123,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1977,12
78126,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1977,12
78129,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1977,12
78133,Unknown,0,Unknown,piper,PA-18,Unknown,Unknown,1977,12
78144,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1977,12
78151,Unknown,0,Unknown,piper,PA-24,Unknown,Unknown,1977,12
78152,Unknown,0,Unknown,piper,PA-18,Unknown,Unknown,1977,12
78153,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1977,12
78156,Unknown,0,Unknown,piper,PA-18,Unknown,Unknown,1977,12
78161,Unknown,0,Unknown,cessna,152,Unknown,Unknown,1977,12
78166,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1977,12
78168,Unknown,0,Unknown,piper,PA-22,Unknown,Unknown,1977,12
78169,Unknown,1,Unknown,cessna,150,Unknown,Unknown,1977,12
78184,Unknown,1,Unknown,cessna,152,Unknown,Unknown,1977,12
78185,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1977,12
78186,Unknown,1,Unknown,piper,PA-18,Unknown,Unknown,1977,12
78194,Unknown,1,Unknown,piper,PA-28,Unknown,Unknown,1977,12
78196,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1977,12
78198,Unknown,0,Unknown,piper,PA-24,Unknown,Unknown,1977,12
78202,Unknown,0,Unknown,piper,PA-24,Unknown,Unknown,1977,12
78206,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1977,12
78208,Unknown,0,Unknown,piper,PA-18,Unknown,Unknown,1977,12
78212,Unknown,0,Unknown,cessna,152,Unknown,Unknown,1977,12
78224,Unknown,0,Unknown,cessna,180,Unknown,Unknown,1977,12
78227,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1977,12
78228,Unknown,1,Unknown,piper,PA-24,Unknown,Unknown,1977,12
78230,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1977,12
78232,Unknown,1,Unknown,piper,PA-28,Unknown,Unknown,1977,12
78234,Unknown,0,Unknown,piper,PA-18,Unknown,Unknown,1977,12
78238,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1977,12
78240,Unknown,0,Unknown,cessna,180,Unknown,Unknown,1977,12
78242,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1977,12
78244,Unknown,1,Unknown,cessna,182,Unknown,Unknown,1977,12
78249,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1977,12
78250,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1977,12
78251,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1977,12
78266,Unknown,0,Unknown,cessna,152,Unknown,Unknown,1977,12
78268,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1977,12
78277,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1977,12
78279,Unknown,1,Unknown,piper,PA-28,Unknown,Unknown,1977,12
78283,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1977,12
78287,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1977,12
78289,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1977,12
78294,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1977,12
78297,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1977,12
78298,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1977,12
78304,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1977,12
78305,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1977,12
78308,Unknown,0,Unknown,cessna,182,Unknown,Unknown,1977,12
78310,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1977,12
78311,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1977,12
78322,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1977,11
78324,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1977,11
78327,Unknown,0,Unknown,cessna,182,Unknown,Unknown,1977,11
78328,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1977,11
78330,Unknown,1,Unknown,piper,PA-28,Unknown,Unknown,1977,11
78337,Unknown,1,Unknown,piper,PA-28,Unknown,Unknown,1977,11
78346,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1977,11
78351,Unknown,0,Unknown,cessna,180,Unknown,Unknown,1977,11
78354,Unknown,0,Unknown,cessna,180,Unknown,Unknown,1977,11
78358,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1977,11
78361,Unknown,0,Unknown,piper,PA-25,Unknown,Unknown,1977,11
78363,Unknown,0,Unknown,piper,PA-18,Unknown,Unknown,1977,11
78369,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1977,11
78370,Unknown,1,Unknown,piper,PA-28,Unknown,Unknown,1977,11
78371,Unknown,0,Unknown,piper,PA-22,Unknown,Unknown,1977,11
78372,Unknown,0,Unknown,piper,PA-24,Unknown,Unknown,1977,11
78376,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1977,11
78379,Unknown,1,Unknown,piper,PA-28,Unknown,Unknown,1977,11
78383,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1977,11
78388,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1977,11
78389,Unknown,0,Unknown,piper,PA-24,Unknown,Unknown,1977,11
78391,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1977,11
78394,Unknown,0,Unknown,cessna,182,Unknown,Unknown,1977,11
78399,Unknown,0,Unknown,piper,PA-22,Unknown,Unknown,1977,11
78402,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1977,11
78404,Unknown,1,Unknown,cessna,182,Unknown,Unknown,1977,11
78406,Unknown,0,Unknown,cessna,182,Unknown,Unknown,1977,11
78412,Unknown,0,Unknown,piper,PA-24,Unknown,Unknown,1977,11
78415,Unknown,1,Unknown,piper,PA-18,Unknown,Unknown,1977,11
78417,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1977,11
78419,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1977,11
78425,Unknown,0,Unknown,piper,PA-24,Unknown,Unknown,1977,11
78426,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1977,11
78429,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1977,11
78430,Unknown,1,Unknown,cessna,150,Unknown,Unknown,1977,11
78432,Unknown,0,Unknown,cessna,152,Unknown,Unknown,1977,11
78436,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1977,11
78437,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1977,11
78448,Unknown,0,Unknown,cessna,180,Unknown,Unknown,1977,11
78454,Unknown,1,Unknown,piper,PA-28,Unknown,Unknown,1977,11
78456,Unknown,0,Unknown,cessna,182,Unknown,Unknown,1977,11
78458,Unknown,0,Unknown,cessna,152,Unknown,Unknown,1977,11
78459,Unknown,0,Unknown,cessna,182,Unknown,Unknown,1977,11
78470,Unknown,0,Unknown,cessna,182,Unknown,Unknown,1977,11
78472,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1977,11
78474,Unknown,0,Unknown,cessna,152,Unknown,Unknown,1977,11
78478,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1977,11
78479,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1977,11
78481,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1977,11
78484,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1977,11
78487,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1977,11
78490,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1977,11
78502,Unknown,0,Unknown,piper,PA-18,Unknown,Unknown,1977,11
78503,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1977,11
78505,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1977,11
78515,Unknown,0,Unknown,piper,PA-22,Unknown,Unknown,1977,11
78531,Unknown,1,Unknown,cessna,180,Unknown,Unknown,1977,11
78535,Unknown,0,Unknown,cessna,182,Unknown,Unknown,1977,11
78536,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1977,11
78538,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1977,11
78539,Unknown,0,Unknown,piper,PA-24,Unknown,Unknown,1977,11
78545,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1977,11
78546,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1977,11
78547,Unknown,1,Unknown,piper,PA-28,Unknown,Unknown,1977,11
78548,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1977,11
78549,Unknown,0,Unknown,piper,PA-25,Unknown,Unknown,1977,11
78559,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1977,11
78564,Unknown,0,Unknown,piper,PA-25,Unknown,Unknown,1977,11
78567,Unknown,0,Unknown,piper,PA-25,Unknown,Unknown,1977,11
78570,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1977,11
78572,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1977,11
