,investigation_type,injury_severity,aircraft_damage,make,model,weather_condition,broad_phase_of_flight,event_year,event_month
130860,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1966,12
130862,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1966,12
130864,Unknown,0,Unknown,piper,PA-22,Unknown,Unknown,1966,12
130865,Unknown,0,Unknown,cessna,180,Unknown,Unknown,1966,12
130875,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1966,12
130880,Unknown,0,Unknown,piper,PA-24,Unknown,Unknown,1966,12
130881,Unknown,0,Unknown,cessna,182,Unknown,Unknown,1966,12
130886,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1966,12
130887,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1966,12
130893,Unknown,0,Unknown,piper,PA-22,Unknown,Unknown,1966,12
130894,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1966,12
130895,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1966,12
130899,Unknown,0,Unknown,piper,PA-24,Unknown,Unknown,1966,12
130901,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1966,12
130902,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1966,12
130907,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1966,12
130909,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1966,12
130910,Unknown,0,Unknown,piper,PA-22,Unknown,Unknown,1966,12
130912,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1966,12
130917,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1966,12
130920,Unknown,0,Unknown,cessna,180,Unknown,Unknown,1966,12
130921,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1966,12
130927,Unknown,0,Unknown,piper,PA-25,Unknown,Unknown,1966,12
130929,Unknown,0,Unknown,cessna,182,Unknown,Unknown,1966,12
130930,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1966,12
130932,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1966,12
130937,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1966,12
130938,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1966,12
130946,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1966,12
130947,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1966,12
130948,Unknown,0,Unknown,piper,PA-24,Unknown,Unknown,1966,12
130950,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1966,12
130952,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1966,12
130954,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1966,12
130957,Unknown,0,Unknown,cessna,180,Unknown,Unknown,1966,12
130960,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1966,12
130964,Unknown,0,Unknown,cessna,182,Unknown,Unknown,1966,12
130967,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1966,12
130982,Unknown,1,Unknown,cessna,172,Unknown,Unknown,1966,12
130984,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1966,12
130989,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1966,12
130990,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1966,12
130991,Unknown,0,Unknown,piper,PA-18,Unknown,Unknown,1966,12
130993,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1966,12
130997,Unknown,0,Unknown,cessna,180,Unknown,Unknown,1966,12
131002,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1966,12
131010,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1966,12
131011,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1966,12
131014,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1966,12
131015,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1966,12
131016,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1966,12
131018,Unknown,0,Unknown,piper,PA-22,Unknown,Unknown,1966,12
131019,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1966,12
131021,Unknown,0,Unknown,piper,PA-22,Unknown,Unknown,1966,12
131023,Unknown,0,Unknown,cessna,180,Unknown,Unknown,1966,12
131025,Unknown,0,Unknown,cessna,182,Unknown,Unknown,1966,12
131027,Unknown,0,Unknown,piper,PA-24,Unknown,Unknown,1966,12
131032,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1966,12
131033,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1966,12
131036,Unknown,0,Unknown,piper,PA-22,Unknown,Unknown,1966,12
131039,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1966,12
131040,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1966,12
131046,Unknown,0,Unknown,piper,PA-24,Unknown,Unknown,1966,12
131048,Unknown,0,Unknown,piper,PA-22,Unknown,Unknown,1966,12
131059,Unknown,0,Unknown,piper,PA-22,Unknown,Unknown,1966,12
131067,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1966,12
131072,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1966,12
131076,Unknown,1,Unknown,piper,PA-18,Unknown,Unknown,1966,12
131079,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1966,12
131080,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1966,12
131087,Unknown,0,Unknown,cessna,182,Unknown,Unknown,1966,12
131090,Unknown,0,Unknown,piper,PA-22,Unknown,Unknown,1966,12
131092,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1966,12
131093,Unknown,1,Unknown,piper,PA-22,Unknown,Unknown,1966,12
131097,Unknown,0,Unknown,piper,PA-24,Unknown,Unknown,1966,12
131099,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1966,12
131107,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1966,12
131108,Unknown,1,Unknown,cessna,150,Unknown,Unknown,1966,12
131116,Unknown,0,Unknown,piper,PA-24,Unknown,Unknown,1966,12
131118,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1966,12
131119,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1966,12
131124,Unknown,1,Unknown,cessna,172,Unknown,Unknown,1966,12
131125,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1966,12
131128,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1966,12
131129,Unknown,0,Unknown,piper,PA-24,Unknown,Unknown,1966,12
131134,Unknown,1,Unknown,piper,PA-22,Unknown,Unknown,1966,12
131137,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1966,12
131138,Unknown,0,Unknown,piper,PA-18,Unknown,Unknown,1966,12
131142,Unknown,0,Unknown,piper,PA-22,Unknown,Unknown,1966,12
131143,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1966,12
131147,Unknown,1,Unknown,cessna,182,Unknown,Unknown,1966,12
131149,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1966,12
131151,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1966,12
131152,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1966,12
131154,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1966,12
131155,Unknown,1,Unknown,piper,PA-28,Unknown,Unknown,1966,12
131156,Unknown,0,Unknown,piper,PA-22,Unknown,Unknown,1966,12
131157,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1966,12
131158,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1966,12
131159,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1966,12
131160,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1966,12
131164,Unknown,0,Unknown,piper,PA-22,Unknown,Unknown,1966,12
131166,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1966,12
131171,Unknown,0,Unknown,piper,PA-24,Unknown,Unknown,1966,12
131172,Unknown,0,Unknown,piper,PA-22,Unknown,Unknown,1966,12
131176,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1966,12
131184,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1966,12
131192,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1966,11
131193,Unknown,1,Unknown,cessna,150,Unknown,Unknown,1966,11
131196,Unknown,0,Unknown,piper,PA-24,Unknown,Unknown,1966,11
131197,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1966,11
131198,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1966,11
131204,Unknown,0,Unknown,cessna,182,Unknown,Unknown,1966,11
131208,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1966,11
131210,Unknown,0,Unknown,piper,PA-24,Unknown,Unknown,1966,11
131217,Unknown,1,Unknown,cessna,172,Unknown,Unknown,1966,11
131222,Unknown,0,Unknown,cessna,180,Unknown,Unknown,1966,11
131226,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1966,11
131230,Unknown,0,Unknown,piper,PA-24,Unknown,Unknown,1966,11
131232,Unknown,0,Unknown,cessna,180,Unknown,Unknown,1966,11
131237,Unknown,0,Unknown,piper,PA-24,Unknown,Unknown,1966,11
131238,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1966,11
131242,Unknown,0,Unknown,piper,PA-22,Unknown,Unknown,1966,11
131245,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1966,11
131247,Unknown,0,Unknown,piper,PA-22,Unknown,Unknown,1966,11
131248,Unknown,0,Unknown,piper,PA-22,Unknown,Unknown,1966,11
131251,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1966,11
131252,Unknown,0,Unknown,piper,PA-22,Unknown,Unknown,1966,11
131256,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1966,11
131259,Unknown,0,Unknown,piper,PA-22,Unknown,Unknown,1966,11
131262,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1966,11
131267,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1966,11
131273,Unknown,0,Unknown,cessna,180,Unknown,Unknown,1966,11
131276,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1966,11
131280,Unknown,0,Unknown,piper,PA-22,Unknown,Unknown,1966,11
131288,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1966,11
131294,Unknown,0,Unknown,piper,PA-24,Unknown,Unknown,1966,11
131297,Unknown,1,Unknown,piper,PA-18,Unknown,Unknown,1966,11
131300,Unknown,1,Unknown,piper,PA-28,Unknown,Unknown,1966,11
131303,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1966,11
131304,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1966,11
131308,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1966,11
131310,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1966,11
131312,Unknown,0,Unknown,cessna,180,Unknown,Unknown,1966,11
131320,Unknown,0,Unknown,piper,PA-22,Unknown,Unknown,1966,11
131321,Unknown,0,Unknown,piper,PA-22,Unknown,Unknown,1966,11
131324,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1966,11
131327,Unknown,1,Unknown,cessna,150,Unknown,Unknown,1966,11
131328,Unknown,1,Unknown,piper,PA-18,Unknown,Unknown,1966,11
131330,Unknown,0,Unknown,piper,PA-18,Unknown,Unknown,1966,11
131332,Unknown,0,Unknown,piper,PA-18,Unknown,Unknown,1966,11
131333,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1966,11
131335,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1966,11
131337,Unknown,0,Unknown,piper,PA-22,Unknown,Unknown,1966,11
131338,Unknown,0,Unknown,piper,PA-22,Unknown,Unknown,1966,11
131339,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1966,11
131342,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1966,11
131344,Unknown,1,Unknown,piper,PA-28,Unknown,Unknown,1966,11
131349,Unknown,0,Unknown,piper,PA-18,Unknown,Unknown,1966,11
131350,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1966,11
131351,Unknown,0,Unknown,cessna,182,Unknown,Unknown,1966,11
131356,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1966,11
131359,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1966,11
131363,Unknown,0,Unknown,piper,PA-24,Unknown,Unknown,1966,11
131364,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1966,11
131367,Unknown,0,Unknown,piper,PA-22,Unknown,Unknown,1966,11
131372,Unknown,0,Unknown,cessna,182,Unknown,Unknown,1966,11
131375,Unknown,0,Unknown,cessna,182,Unknown,Unknown,1966,11
131376,Unknown,0,Unknown,cessna,180,Unknown,Unknown,1966,11
131379,Unknown,0,Unknown,cessna,180,Unknown,Unknown,1966,11
131380,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1966,11
131381,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1966,11
131382,Unknown,0,Unknown,piper,PA-24,Unknown,Unknown,1966,11
131384,Unknown,0,Unknown,piper,PA-22,Unknown,Unknown,1966,11
131390,Unknown,0,Unknown,cessna,182,Unknown,Unknown,1966,11
131391,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1966,11
131395,Unknown,1,Unknown,piper,PA-24,Unknown,Unknown,1966,11
131401,Unknown,0,Unknown,piper,PA-22,Unknown,Unknown,1966,11
131403,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1966,11
131407,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1966,11
131411,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1966,11
131414,Unknown,1,Unknown,piper,PA-28,Unknown,Unknown,1966,11
131416,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1966,11
131419,Unknown,0,Unknown,piper,PA-24,Unknown,Unknown,1966,11
131420,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1966,11
131424,Unknown,0,Unknown,piper,PA-22,Unknown,Unknown,1966,11
131427,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1966,11
131432,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1966,11
131437,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1966,11
131440,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1966,11
131442,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1966,11
131443,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1966,11
131444,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1966,11
131451,Unknown,0,Unknown,cessna,180,Unknown,Unknown,1966,11
131454,Unknown,0,Unknown,cessna,182,Unknown,Unknown,1966,11
131459,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1966,11
131461,Unknown,0,Unknown,cessna,182,Unknown,Unknown,1966,11
131462,Unknown,0,Unknown,cessna,182,Unknown,Unknown,1966,11
131463,Unknown,0,Unknown,cessna,180,Unknown,Unknown,1966,11
131467,Unknown,1,Unknown,piper,PA-24,Unknown,Unknown,1966,11
131469,Unknown,1,Unknown,piper,PA-18,Unknown,Unknown,1966,11
131472,Unknown,0,Unknown,cessna,182,Unknown,Unknown,1966,11
131473,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1966,11
131478,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1966,11
131480,Unknown,0,Unknown,cessna,182,Unknown,Unknown,1966,11
131482,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1966,11
131483,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1966,11
131484,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1966,11
131485,Unknown,1,Unknown,cessna,182,Unknown,Unknown,1966,11
131487,Unknown,0,Unknown,piper,PA-24,Unknown,Unknown,1966,11
131489,Unknown,0,Unknown,piper,PA-24,Unknown,Unknown,1966,11
131490,Unknown,0,Unknown,cessna,182,Unknown,Unknown,1966,11
131491,Unknown,0,Unknown,piper,PA-22,Unknown,Unknown,1966,11
131492,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1966,11
131500,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1966,11
131504,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1966,11
131506,Unknown,0,Unknown,piper,PA-24,Unknown,Unknown,1966,11
131507,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1966,11
131509,Unknown,0,Unknown,cessna,180,Unknown,Unknown,1966,11
131512,Unknown,0,Unknown,piper,PA-24,Unknown,Unknown,1966,11
131515,Unknown,0,Unknown,piper,PA-24,Unknown,Unknown,1966,11
131517,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1966,11
131519,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1966,11
131522,Unknown,0,Unknown,piper,PA-24,Unknown,Unknown,1966,11
131525,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1966,11
131528,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1966,11
131530,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1966,11
131538,Unknown,0,Unknown,piper,PA-18,Unknown,Unknown,1966,11
131540,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1966,11
131543,Unknown,1,Unknown,cessna,150,Unknown,Unknown,1966,11
131550,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1966,11
131551,Unknown,0,Unknown,cessna,180,Unknown,Unknown,1966,11
131552,Unknown,1,Unknown,cessna,182,Unknown,Unknown,1966,11
131553,Unknown,0,Unknown,piper,PA-18,Unknown,Unknown,1966,11
131557,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1966,11
131558,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1966,11
131566,Unknown,0,Unknown,piper,PA-18,Unknown,Unknown,1966,11
131568,Unknown,0,Unknown,cessna,180,Unknown,Unknown,1966,11
131570,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1966,11
131572,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1966,11
131573,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1966,11
131580,Unknown,0,Unknown,cessna,182,Unknown,Unknown,1966,11
131584,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1966,11
131587,Unknown,1,Unknown,piper,PA-24,Unknown,Unknown,1966,11
131589,Unknown,1,Unknown,piper,PA-28,Unknown,Unknown,1966,11
131592,Unknown,0,Unknown,piper,PA-24,Unknown,Unknown,1966,10
131595,Unknown,0,Unknown,cessna,180,Unknown,Unknown,1966,10
131596,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1966,10
131600,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1966,10
131607,Unknown,0,Unknown,piper,PA-22,Unknown,Unknown,1966,10
131613,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1966,10
131614,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1966,10
131620,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1966,10
131623,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1966,10
131630,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1966,10
131631,Unknown,0,Unknown,cessna,182,Unknown,Unknown,1966,10
131645,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1966,10
131646,Unknown,1,Unknown,cessna,180,Unknown,Unknown,1966,10
131647,Unknown,0,Unknown,piper,PA-18,Unknown,Unknown,1966,10
131655,Unknown,1,Unknown,cessna,182,Unknown,Unknown,1966,10
131656,Unknown,0,Unknown,piper,PA-25,Unknown,Unknown,1966,10
131658,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1966,10
131659,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1966,10
131664,Unknown,0,Unknown,piper,PA-18,Unknown,Unknown,1966,10
131667,Unknown,0,Unknown,piper,PA-24,Unknown,Unknown,1966,10
131668,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1966,10
131669,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1966,10
131670,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1966,10
131671,Unknown,1,Unknown,piper,PA-28,Unknown,Unknown,1966,10
131672,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1966,10
131681,Unknown,0,Unknown,piper,PA-24,Unknown,Unknown,1966,10
131682,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1966,10
131690,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1966,10
131703,Unknown,0,Unknown,piper,PA-22,Unknown,Unknown,1966,10
131704,Unknown,0,Unknown,cessna,182,Unknown,Unknown,1966,10
131707,Unknown,1,Unknown,piper,PA-18,Unknown,Unknown,1966,10
131710,Unknown,0,Unknown,piper,PA-22,Unknown,Unknown,1966,10
131711,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1966,10
131712,Unknown,0,Unknown,piper,PA-24,Unknown,Unknown,1966,10
131719,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1966,10
131722,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1966,10
131727,Unknown,0,Unknown,piper,PA-22,Unknown,Unknown,1966,10
131734,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1966,10
131736,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1966,10
131738,Unknown,0,Unknown,piper,PA-18,Unknown,Unknown,1966,10
131740,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1966,10
131742,Unknown,0,Unknown,piper,PA-22,Unknown,Unknown,1966,10
131744,Unknown,0,Unknown,piper,PA-25,Unknown,Unknown,1966,10
131745,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1966,10
131752,Unknown,1,Unknown,piper,PA-22,Unknown,Unknown,1966,10
131754,Unknown,0,Unknown,piper,PA-24,Unknown,Unknown,1966,10
131756,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1966,10
131762,Unknown,0,Unknown,cessna,180,Unknown,Unknown,1966,10
131765,Unknown,0,Unknown,piper,PA-24,Unknown,Unknown,1966,10
131766,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1966,10
131768,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1966,10
131769,Unknown,0,Unknown,cessna,180,Unknown,Unknown,1966,10
131771,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1966,10
131776,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1966,10
131779,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1966,10
131782,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1966,10
131787,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1966,10
131789,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1966,10
131794,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1966,10
131795,Unknown,1,Unknown,piper,PA-24,Unknown,Unknown,1966,10
131797,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1966,10
131800,Unknown,1,Unknown,piper,PA-22,Unknown,Unknown,1966,10
131801,Unknown,0,Unknown,cessna,182,Unknown,Unknown,1966,10
131802,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1966,10
131803,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1966,10
131804,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1966,10
131806,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1966,10
131813,Unknown,0,Unknown,piper,PA-22,Unknown,Unknown,1966,10
131814,Unknown,0,Unknown,piper,PA-22,Unknown,Unknown,1966,10
131815,Unknown,1,Unknown,piper,PA-22,Unknown,Unknown,1966,10
131816,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1966,10
131819,Unknown,0,Unknown,piper,PA-24,Unknown,Unknown,1966,10
131822,Unknown,1,Unknown,cessna,180,Unknown,Unknown,1966,10
131824,Unknown,0,Unknown,piper,PA-24,Unknown,Unknown,1966,10
131826,Unknown,0,Unknown,piper,PA-24,Unknown,Unknown,1966,10
131828,Unknown,0,Unknown,piper,PA-22,Unknown,Unknown,1966,10
131832,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1966,10
131833,Unknown,0,Unknown,cessna,182,Unknown,Unknown,1966,10
131836,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1966,10
131837,Unknown,0,Unknown,piper,PA-24,Unknown,Unknown,1966,10
131839,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1966,10
131840,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1966,10
131841,Unknown,0,Unknown,piper,PA-24,Unknown,Unknown,1966,10
131842,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1966,10
131846,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1966,10
131852,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1966,10
131856,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1966,10
131860,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1966,10
131863,Unknown,1,Unknown,piper,PA-24,Unknown,Unknown,1966,10
131867,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1966,10
131868,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1966,10
131871,Unknown,0,Unknown,piper,PA-24,Unknown,Unknown,1966,10
131872,Unknown,0,Unknown,piper,PA-22,Unknown,Unknown,1966,10
131883,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1966,10
131886,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1966,10
131887,Unknown,0,Unknown,cessna,182,Unknown,Unknown,1966,10
131889,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1966,10
131891,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1966,10
131892,Unknown,0,Unknown,piper,PA-18,Unknown,Unknown,1966,10
131896,Unknown,0,Unknown,piper,PA-25,Unknown,Unknown,1966,10
131897,Unknown,0,Unknown,piper,PA-22,Unknown,Unknown,1966,10
131898,Unknown,0,Unknown,cessna,180,Unknown,Unknown,1966,10
131899,Unknown,0,Unknown,cessna,182,Unknown,Unknown,1966,10
131902,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1966,10
131904,Unknown,0,Unknown,cessna,182,Unknown,Unknown,1966,10
131911,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1966,10
131916,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1966,10
131918,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1966,10
131920,Unknown,0,Unknown,cessna,182,Unknown,Unknown,1966,10
131922,Unknown,0,Unknown,cessna,182,Unknown,Unknown,1966,10
131927,Unknown,0,Unknown,piper,PA-24,Unknown,Unknown,1966,10
131929,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1966,10
131935,Unknown,1,Unknown,piper,PA-24,Unknown,Unknown,1966,10
131936,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1966,10
131937,Unknown,0,Unknown,piper,PA-22,Unknown,Unknown,1966,10
131947,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1966,10
131948,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1966,10
131949,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1966,10
131950,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1966,10
131951,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1966,10
131953,Unknown,0,Unknown,cessna,180,Unknown,Unknown,1966,10
131954,Unknown,0,Unknown,piper,PA-24,Unknown,Unknown,1966,10
131956,Unknown,0,Unknown,piper,PA-24,Unknown,Unknown,1966,10
131958,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1966,10
131961,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1966,10
131963,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1966,10
131965,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1966,10
131971,Unknown,0,Unknown,piper,PA-24,Unknown,Unknown,1966,10
131973,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1966,10
131974,Unknown,0,Unknown,piper,PA-24,Unknown,Unknown,1966,10
131978,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1966,10
131980,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1966,10
